Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00-05:00,80.77125025119504,81.95129882983835,80.56018274748108,81.42363739013672,968100,0.0,0.0
2024-01-03 00:00:00-05:00,80.09008584313287,80.3203379842269,78.91962586989756,79.22663116455078,1240700,0.0,0.0
2024-01-04 00:00:00-05:00,79.38972644044654,79.97495642938087,78.91962618230676,79.01556396484375,910000,0.0,0.0
2024-01-05 00:00:00-05:00,78.60302483992801,80.95353344804604,78.52627168613566,80.08049011230469,1059900,0.0,0.0
2024-01-08 00:00:00-05:00,80.26277685540029,80.87678744529236,79.61997834320836,80.76165771484375,1000800,0.0,0.0
2024-01-09 00:00:00-05:00,81.51958928335556,83.24649154809535,80.44506695093324,80.90557861328125,1147400,0.0,0.0
2024-01-10 00:00:00-05:00,80.77125621668908,80.92475520917407,79.60079620570777,80.73287963867188,1353600,0.0,0.0
2024-01-11 00:00:00-05:00,80.0900809811882,80.39708625720438,79.29378353041452,80.05170440673828,1026000,0.0,0.0
2024-01-12 00:00:00-05:00,80.46424576923195,81.21257069377839,79.39931958596716,80.40667724609375,1092200,0.0,0.0
2024-01-16 00:00:00-05:00,80.13805494115529,80.13805494115529,79.0059714900755,79.88861083984375,1544600,0.0,0.0
2024-01-17 00:00:00-05:00,78.43032695275332,80.12844824230652,78.40154635252779,79.57200622558594,1549500,0.0,0.0
2024-01-18 00:00:00-05:00,81.54837051001053,81.54837051001053,76.56912060366163,77.62445831298828,2542500,0.0,0.0
2024-01-19 00:00:00-05:00,78.01779897760055,78.40155744727427,76.89531149246169,77.84510803222656,2306200,0.0,0.0
2024-01-22 00:00:00-05:00,78.04658033600919,78.62221438628974,77.2790707088298,78.1041488647461,1592100,0.0,0.0
2024-01-23 00:00:00-05:00,78.12332875394621,78.75652397495624,77.74916627798946,77.95063781738281,1419900,0.0,0.0
2024-01-24 00:00:00-05:00,78.80449386373733,78.80449386373733,77.34622058614436,77.59565734863281,1150100,0.0,0.0
2024-01-25 00:00:00-05:00,78.45911587873955,78.92921614466866,77.63403775999983,78.46871185302734,1792300,0.0,0.0
2024-01-26 00:00:00-05:00,78.91002928808679,79.43769806526304,77.91226025825213,78.28642272949219,969000,0.0,0.0
2024-01-29 00:00:00-05:00,77.93144664664058,78.1616987695351,77.32702475961582,77.99860382080078,1101000,0.0,0.0
2024-01-30 00:00:00-05:00,77.29825235132172,77.85470175024078,77.12556141095318,77.57647705078125,1279000,0.0,0.0
2024-01-31 00:00:00-05:00,77.32702935466064,77.98901248185064,76.23332255644098,76.40601348876953,2670800,0.0,0.0
2024-02-01 00:00:00-05:00,76.52113834240579,76.76098643760679,74.5639770072158,76.07981872558594,1827600,0.0,0.0
2024-02-02 00:00:00-05:00,75.3698652766285,77.51890954197185,75.21636629743723,77.11595916748047,1340800,0.0,0.0
2024-02-05 00:00:00-05:00,75.9934723692074,76.24291644677258,75.29312000471339,75.54255676269531,992200,0.0,0.0
2024-02-06 00:00:00-05:00,75.48499429951319,75.9838751267296,74.85179180232527,75.02448272705078,1077100,0.0,0.0
2024-02-07 00:00:00-05:00,75.36028159358047,75.90713500976562,73.73890597384569,75.90713500976562,1670700,0.0,0.0
2024-02-08 00:00:00-05:00,75.7824120719451,76.17576651318166,74.79423896095331,75.28353118896484,946000,0.0,0.0
2024-02-09 00:00:00-05:00,75.07245858007042,76.49236261472552,75.07245858007042,76.40601348876953,1282800,0.0,0.0
2024-02-12 00:00:00-05:00,76.14699186958534,78.44952821075385,76.14699186958534,78.04658508300781,1502800,0.0,0.0
2024-02-13 00:00:00-05:00,77.00084066046287,77.37500313318527,73.55661793310553,74.32413482666016,1512400,0.0,0.0
2024-02-14 00:00:00-05:00,75.46581678956974,75.9455130346509,75.06286638081785,75.83038330078125,1105700,0.0,0.0
2024-02-15 00:00:00-05:00,75.96469485734983,77.87388379275514,75.73444271770092,77.51891326904297,1039300,0.0,0.0
2024-02-16 00:00:00-05:00,76.9432783093135,77.19272241767061,76.28130243808171,76.70343017578125,1072300,0.0,0.0
2024-02-20 00:00:00-05:00,75.67687568621858,77.00084198438489,75.55215729969461,76.37723541259766,1186100,0.0,0.0
2024-02-21 00:00:00-05:00,76.32926511170419,77.18312385285988,75.7536310744598,76.64586639404297,998200,0.0,0.0
2024-02-22 00:00:00-05:00,76.75140051085845,77.56688267736952,76.22373170451272,76.73221588134766,740100,0.0,0.0
2024-02-23 00:00:00-05:00,77.07758862993427,78.36317836432382,76.41561279347353,78.17130279541016,1098100,0.0,0.0
2024-02-26 00:00:00-05:00,77.79713042927008,78.95800173757266,77.73956922440942,77.90266418457031,1237200,0.0,0.0
2024-02-27 00:00:00-05:00,78.31520374203419,78.60302440737988,77.82591885836354,78.45911407470703,925200,0.0,0.0
2024-02-28 00:00:00-05:00,78.20007648666555,79.19784545990781,77.71078431372548,78.13291931152344,820200,0.0,0.0
2024-02-29 00:00:00-05:00,79.04435072590793,79.53364297042552,78.43993606121035,78.79490661621094,1771300,0.0,0.0
2024-03-01 00:00:00-05:00,78.6605768061114,79.43768958770906,77.7011844551467,79.30337524414062,1398300,0.0,0.0
2024-03-04 00:00:00-05:00,81.48120469576047,82.6612606823689,80.75206435184319,81.11663818359375,2636200,0.0,0.0
2024-03-05 00:00:00-05:00,80.27236610140395,82.41181452727439,80.27236610140395,81.70186614990234,1691100,0.0,0.0
2024-03-06 00:00:00-05:00,79.66794862750963,80.09967229513776,76.27169853152927,77.97941589355469,4532500,0.0,0.0
2024-03-07 00:00:00-05:00,78.65724510428576,79.71271852013068,78.44421187487607,79.32538604736328,2129000,0.75,0.0
2024-03-08 00:00:00-05:00,79.58684125618196,80.09036831611819,78.97679019024163,79.2188720703125,1225500,0.0,0.0
2024-03-11 00:00:00-04:00,79.21887351744236,79.74177127447781,78.30865065542022,79.35443878173828,1210100,0.0,0.0
2024-03-12 00:00:00-04:00,79.32539084000322,79.7805059689204,78.17308608328521,78.35706329345703,907800,0.0,0.0
2024-03-13 00:00:00-04:00,78.26992213443252,79.74177684434666,78.26992213443252,79.14141845703125,1194600,0.0,0.0
2024-03-14 00:00:00-04:00,78.86059456861743,78.99615982863646,76.78837429375223,77.70828247070312,1604700,0.0,0.0
2024-03-15 00:00:00-04:00,77.24348322912938,79.73208466676373,77.24348322912938,78.87995910644531,11972800,0.0,0.0
2024-03-18 00:00:00-04:00,78.99616232085029,79.44159210178726,78.11498071517404,79.35443878173828,1416900,0.0,0.0
2024-03-19 00:00:00-04:00,79.62558357861056,80.2453126654441,79.19951706100495,79.63526153564453,1322900,0.0,0.0
2024-03-20 00:00:00-04:00,79.29634489718163,81.46539660677135,79.1414163260875,81.43634796142578,1366600,0.0,0.0
2024-03-21 00:00:00-04:00,82.01734518554908,83.89590310326487,81.80431931816928,83.76033782958984,1134900,0.0,0.0
2024-03-22 00:00:00-04:00,84.11861158569697,84.2929108291373,82.80168561031503,82.83073425292969,1128800,0.0,0.0
2024-03-25 00:00:00-04:00,82.83073362568027,83.57634253556893,82.82104828229791,83.13091278076172,854800,0.0,0.0
2024-03-26 00:00:00-04:00,83.46983792243927,84.00242106875464,83.00504480179443,83.87654113769531,1058700,0.0,0.0
2024-03-27 00:00:00-04:00,84.55436013604148,85.55173631593986,84.0605110241806,84.97074127197266,1157800,0.0,0.0
2024-03-28 00:00:00-04:00,85.25155789223145,86.4232333343801,84.97074201783589,86.10368347167969,1092600,0.0,0.0
2024-04-01 00:00:00-04:00,85.74540975174942,86.35545346462457,85.09662466157705,85.6388931274414,709700,0.0,0.0
2024-04-02 00:00:00-04:00,85.55174210091157,85.99717191099795,84.20576732606808,84.79644775390625,1508400,0.0,0.0
2024-04-03 00:00:00-04:00,84.4091114072237,85.57110890877927,84.4091114072237,85.1450424194336,1638100,0.0,0.0
2024-04-04 00:00:00-04:00,85.98749110054496,86.14241966998624,83.77969803704397,83.82811737060547,1089000,0.0,0.0
2024-04-05 00:00:00-04:00,83.740969790643,84.23481152205545,82.79200554085006,84.03146362304688,1257600,0.0,0.0
2024-04-08 00:00:00-04:00,84.53500717289698,85.6389001077448,84.12830394341064,85.22251892089844,1166400,0.0,0.0
2024-04-09 00:00:00-04:00,85.60984879547742,85.92939129674775,84.4091172223734,85.32903289794922,762600,0.0,0.0
2024-04-10 00:00:00-04:00,83.94431491376884,84.16702610580519,82.46277499301745,82.7048568725586,830800,0.0,0.0
2024-04-11 00:00:00-04:00,82.73390801668701,82.99535320388243,81.49444993801427,82.24005889892578,893300,0.0,0.0
2024-04-12 00:00:00-04:00,81.97861754463591,82.61770991419037,80.90377332571167,81.1749038696289,1113000,0.0,0.0
2024-04-15 00:00:00-04:00,82.11418146179057,82.51119192661818,80.81661866734099,81.05870056152344,1550100,0.0,0.0
2024-04-16 00:00:00-04:00,78.19244266062964,81.63968606585965,76.80773409261552,77.04013061523438,3095600,0.0,0.0
2024-04-17 00:00:00-04:00,78.71534673909565,79.6546256364392,77.95036709474114,78.6572494506836,1507500,0.0,0.0
2024-04-18 00:00:00-04:00,79.19951241318516,79.48032829351342,78.26023349326896,78.83155059814453,1404500,0.0,0.0
2024-04-19 00:00:00-04:00,79.15109328584427,79.75145903718649,78.69597814715374,78.87027740478516,1985300,0.0,0.0
2024-04-22 00:00:00-04:00,79.46096064376707,81.52350316387064,79.0639501686401,80.89408874511719,1791300,0.0,0.0
2024-04-23 00:00:00-04:00,80.65200586929174,82.33689380756446,80.65200586929174,81.5138168334961,1549400,0.0,0.0
2024-04-24 00:00:00-04:00,81.04901009270166,81.91082099048126,81.00059814957798,81.63001251220703,1332900,0.0,0.0
2024-04-25 00:00:00-04:00,81.29109822142007,81.49445351653296,80.12910806857823,80.79725646972656,1595400,0.0,0.0
2024-04-26 00:00:00-04:00,80.62295641948077,81.6590666350861,80.41960851410998,80.73915100097656,1283500,0.0,0.0
2024-04-29 00:00:00-04:00,80.72946731547931,81.63969015286709,80.52611942453888,80.91344451904297,984800,0.0,0.0
2024-04-30 00:00:00-04:00,80.88440281584002,81.14585540359154,79.76114664744489,79.78050994873047,963400,0.0,0.0
2024-05-01 00:00:00-04:00,79.87734059733512,81.49445328260657,79.40286214819122,80.41960906982422,1062800,0.0,0.0
2024-05-02 00:00:00-04:00,81.04900922561566,81.54285832181083,79.63525195463288,80.8553466796875,815000,0.0,0.0
2024-05-03 00:00:00-04:00,81.98829231619635,82.16259157162222,81.3685632719606,81.93988037109375,927100,0.0,0.0
2024-05-06 00:00:00-04:00,82.66613004356395,82.66613004356395,81.74621438899825,82.32720947265625,859300,0.0,0.0
2024-05-07 00:00:00-04:00,82.7145384338287,83.02440295763729,81.95924411877981,81.9786148071289,867600,0.0,0.0
2024-05-08 00:00:00-04:00,81.78494720605421,83.07282467131411,81.50413131896913,82.90821075439453,1047300,0.0,0.0
2024-05-09 00:00:00-04:00,82.58865764184148,84.07988295565731,82.58865764184148,84.03146362304688,777800,0.0,0.0
2024-05-10 00:00:00-04:00,84.24450362383052,84.74803073970625,83.8959050867806,83.9540023803711,812100,0.0,0.0
2024-05-13 00:00:00-04:00,84.52531492907555,84.52531492907555,83.02440423235505,83.1696548461914,641800,0.0,0.0
2024-05-14 00:00:00-04:00,83.83780347458907,84.16703130498085,83.41173697619676,83.54730224609375,840200,0.0,0.0
2024-05-15 00:00:00-04:00,84.39944081890565,84.52532075276848,83.26649186312574,83.71192169189453,1040100,0.0,0.0
2024-05-16 00:00:00-04:00,83.53762154942088,84.01210740821182,82.87915846425011,82.91789245605469,1279900,0.0,0.0
2024-05-17 00:00:00-04:00,83.18902930253225,83.33427253519368,81.98829773567256,82.80169677734375,1299000,0.0,0.0
2024-05-20 00:00:00-04:00,82.92757714845496,83.03409377814107,81.57191699697542,81.78495025634766,1155000,0.0,0.0
2024-05-21 00:00:00-04:00,81.668742106544,82.04639664817282,81.34919962940103,81.9205093383789,752000,0.0,0.0
2024-05-22 00:00:00-04:00,81.72685486341503,82.08513136455092,80.82630985642558,81.24269104003906,913100,0.0,0.0
2024-05-23 00:00:00-04:00,81.2620511214961,81.2620511214961,79.87734234601437,80.23562622070312,1024000,0.0,0.0
2024-05-24 00:00:00-04:00,80.54549152926138,80.96187270034874,80.33245827134411,80.67137145996094,554200,0.0,0.0
2024-05-28 00:00:00-04:00,80.61327294325638,80.82630619793976,78.83155370000149,79.48033142089844,1230500,0.0,0.0
2024-05-29 00:00:00-04:00,78.64756930959975,79.35444432455242,77.87290427001125,79.14141845703125,1255700,0.0,0.0
2024-05-30 00:00:00-04:00,79.74177751407898,80.66169317978564,79.18014572504798,80.27436065673828,2087700,0.0,0.0
2024-05-31 00:00:00-04:00,80.62295776528074,81.61064866324777,80.41960985651556,81.57191467285156,2224200,0.0,0.0
2024-06-03 00:00:00-04:00,81.94955142917512,82.15289931209587,80.30339767919627,80.96186065673828,1309100,0.0,0.0
